id_carga,fecha_carga,hora_carga,estado_carga,sku,temperatura,canal_de_atencion,hub,tipo_producto
cec332bd-e7d3-491f-91eb-9b4e0d4a1fdd,2026-07-24,12:37:45,dañada,filetes,4.49,autoservicio,Chincha,pavo
78713abc-32df-4432-a4e1-ce6440e29583,2025-02-10,13:45:17,completa,trozos,5.03,foodservice,Huaral,embutido
ddec7c2c-f7eb-4dbf-b06b-6104690ac585,2026-05-18,04:38:18,completa,trozos,5.61,instituciones,Huaral,pavo
7567d518-aa2b-45ea-b4c3-bc5b4fe801d1,2025-02-02,03:50:40,parcial,trozos,3.21,foodservice,Huaral,pavo
47674829-9dd7-4c70-9323-8846ccf92c6c,2025-12-19,14:51:28,dañada,filetes,3.53,foodservice,Independencia,cerdo
da313be0-edb6-48ca-9140-a53095d9b185,2026-05-27,01:47:06,parcial,trozos,6.37,autoservicio,Chincha,cerdo
fe685fb6-82fb-43c2-ad26-2f27b8cee0cb,2025-10-18,03:04:19,completa,trozos,6.61,foodservice,Chincha,embutido
5b8791ba-46b2-4614-9fc5-91816bab1594,2025-06-11,10:55:00,dañada,trozos,3.36,instituciones,Huaral,pollo
971d62f8-41f8-4053-a1d5-1bed40440d7e,2025-05-18,15:59:20,parcial,filetes,5.73,instituciones,Huaral,pavo
54cd4a0c-5b23-49c2-8149-c63a3a6ef4bc,2026-04-20,23:02:39,parcial,trozos,6.02,autoservicio,Independencia,embutido
4eeb7660-f8cb-43cd-a70c-fab3c5622235,2025-06-02,11:18:08,completa,trozos,5.48,foodservice,Chincha,pollo
5c9c5d3b-aade-44c9-acd5-55f411237bdf,2025-07-05,16:43:52,completa,trozos,4.61,instituciones,Independencia,pollo
59fd736c-2b3e-4077-b350-9a5492e7d1a8,2026-07-17,00:43:40,dañada,trozos,3.7,instituciones,Chincha,pollo
fce07297-8aa6-44ed-8935-8b197b57a041,2026-03-27,05:45:49,completa,trozos,5.17,autoservicio,Huaral,embutido
e12ebf14-4966-470d-b1d9-b2231868bcdd,2026-01-11,08:30:14,dañada,filetes,3.41,autoservicio,Chincha,embutido
d17d6e66-9441-42d8-bb3a-701a9ca0f7db,2025-12-27,00:52:37,dañada,filetes,3.95,autoservicio,Chincha,embutido
ad922afb-7f52-4bdc-a12d-32f7d4666bcf,2025-04-20,12:50:53,parcial,filetes,6.22,foodservice,Chincha,embutido
ed27679c-4627-43cd-b486-834ed8f3b9cd,2025-12-09,09:46:30,dañada,filetes,4.7,instituciones,Huaral,embutido
539140e7-cd7c-4556-895c-202c34bb62a4,2026-03-27,15:51:41,completa,filetes,6.21,instituciones,Independencia,pavo
b4684fef-a058-48c0-83e0-41088693ed4a,2025-01-01,17:09:26,parcial,filetes,4.55,autoservicio,Huaral,pavo
a36b5775-c6cc-46dd-8632-448e50cdf297,2026-11-25,06:20:07,parcial,filetes,3.9,instituciones,Huaral,pavo
9cc31be4-3e68-4e9a-9724-eaefebe421b2,2025-06-05,01:40:45,dañada,filetes,4.23,foodservice,Esmeralda,embutido
df32b776-9d58-470c-8431-1619d4928031,2025-05-24,03:28:47,dañada,filetes,4.13,foodservice,Chincha,embutido
c0b7fba4-9a64-4c1f-9e16-0fb4f2e85f65,2025-10-27,12:40:23,dañada,filetes,3.94,autoservicio,Independencia,embutido
f4a63152-e326-482f-b6d0-05ba08f05883,2026-09-28,09:06:05,dañada,filetes,3.97,autoservicio,Esmeralda,cerdo
f7e3f6e0-b6f9-433b-8a4a-cc1c930cacad,2025-04-21,18:18:53,parcial,filetes,6.95,foodservice,Huaral,pollo
650aab1e-a73f-4a7d-9b3f-f35d4c99ce41,2026-03-20,00:42:18,completa,trozos,6.88,autoservicio,Esmeralda,pavo
4b634f99-4a60-40cf-a2d4-4b4f9c292092,2026-12-13,07:00:09,completa,filetes,5.79,autoservicio,Chincha,pavo
ba410940-3c07-461a-9ca1-cd5b095de7fc,2025-03-11,00:50:44,dañada,trozos,4.27,instituciones,Independencia,cerdo
2179bd6d-8040-4cb7-96f2-cc1817149b3b,2025-05-01,12:20:36,parcial,trozos,3.56,foodservice,Esmeralda,pavo
6249a140-b120-4e70-9eb5-c8d22faf57f9,2025-07-08,08:42:09,parcial,trozos,6.56,instituciones,Independencia,pollo
da78ddc7-e534-430b-91cb-15e407a25bf3,2025-07-13,10:01:22,dañada,trozos,6.17,instituciones,Chincha,embutido
b0c32c7c-5c06-4405-a691-fd7b51959292,2025-05-05,06:51:01,dañada,trozos,6.25,autoservicio,Chincha,pollo
f452155c-6781-431d-a69a-38a2438455ac,2026-11-07,09:22:00,dañada,trozos,4.08,autoservicio,Chincha,pavo
71a25840-3307-4129-9a6a-6ea1135de448,2025-03-22,06:13:53,dañada,trozos,6.96,instituciones,Esmeralda,embutido
549039eb-9313-4edb-9e81-65fe1f3e534a,2025-09-04,02:26:05,dañada,trozos,3.09,foodservice,Independencia,pavo
d045d363-fff7-47cc-9084-b29d89ee404e,2025-10-14,10:55:55,dañada,filetes,6.44,foodservice,Chincha,pollo
f2c09d15-ac71-42c3-b4b6-70c7b2399b2f,2026-11-09,22:50:18,parcial,trozos,4.65,instituciones,Chincha,cerdo
823fe29d-14c8-4362-b1d1-420be7a41531,2026-11-23,11:28:54,completa,filetes,4.93,instituciones,Esmeralda,cerdo
8987b53a-d322-44a4-8121-be9a1867c82d,2026-03-28,06:14:31,completa,trozos,3.33,instituciones,Independencia,pollo
eaa858b3-5ca9-4ae9-800b-91d21e470b01,2026-05-30,14:21:39,parcial,trozos,3.78,instituciones,Independencia,embutido
d3c3ee72-a3de-4e5f-a24d-459416ae6555,2025-04-03,16:30:21,parcial,filetes,4.36,foodservice,Huaral,pollo
89bfe15d-eead-4576-a072-0a88c92d87cd,2026-12-29,05:45:03,parcial,filetes,4.04,instituciones,Esmeralda,cerdo
643d37fd-fc8e-4005-b8fd-3e4f39086c61,2025-10-16,19:33:34,completa,trozos,5.85,instituciones,Chincha,pollo
d4f761dd-19ef-4f20-8b43-914cb0c96280,2026-05-05,06:23:32,completa,trozos,6.43,foodservice,Huaral,pavo
8b297404-62cd-4e49-9e23-8499449d31c1,2026-02-23,05:46:45,dañada,filetes,5.64,foodservice,Chincha,embutido
f770def4-69eb-42bd-afb5-6769ac7e0aec,2025-10-26,11:33:01,dañada,filetes,3.4,foodservice,Huaral,pavo
d2a7ffe5-9bfc-4207-8735-debb02697e17,2026-04-19,23:37:19,dañada,trozos,4.27,foodservice,Esmeralda,cerdo
34d486ba-5e7c-4daf-877f-4dfffbc72867,2025-08-21,19:19:28,parcial,trozos,3.08,autoservicio,Huaral,pollo
b364f6ef-8e12-4ae5-a5db-61b110464458,2026-10-24,19:48:10,completa,trozos,5.57,foodservice,Independencia,pavo
4b7404df-981d-4d9e-8062-e4bb411fc590,2026-07-14,02:32:57,dañada,filetes,5.62,autoservicio,Independencia,pollo
81e498cf-f3a2-4094-bd73-df0bfbc9d615,2026-08-06,13:48:43,dañada,filetes,3.23,instituciones,Independencia,pollo
fc6460fc-68fc-409c-ad15-e537c8ed07af,2026-01-18,01:39:28,parcial,filetes,4.2,foodservice,Independencia,pavo
035d274e-efd1-4591-afb6-7c45ba7dc7eb,2026-10-24,05:40:49,dañada,trozos,3.34,instituciones,Esmeralda,embutido
2a467063-6f38-4518-8757-aaf7367062ed,2025-12-14,21:49:26,parcial,filetes,5.54,autoservicio,Independencia,pavo
edbbcec4-b2d6-4269-949e-4425532ca3d9,2026-04-28,10:22:02,parcial,trozos,6.79,foodservice,Independencia,cerdo
ccff4906-08d7-447e-8c76-aa8dd17b095b,2026-06-27,17:15:03,completa,filetes,4.48,autoservicio,Huaral,cerdo
4c56548f-8973-4c7d-8aad-d33574d20394,2026-04-06,15:50:34,completa,filetes,5.78,foodservice,Chincha,pavo
322765c0-b577-4c90-83a7-3fe8b8b18d67,2025-03-28,20:04:45,completa,filetes,5.83,autoservicio,Huaral,pavo
7f822d0b-ba18-42f8-9766-62fe47dfac98,2026-10-19,14:23:16,parcial,trozos,4.75,foodservice,Chincha,pollo
f9e0eda0-b00c-4d5b-8e6e-684dad50089b,2026-07-18,08:20:07,parcial,filetes,6.02,autoservicio,Independencia,pavo
296138f6-a9f9-464f-8287-371f90d1cf7a,2026-06-28,11:35:15,parcial,trozos,5.27,instituciones,Huaral,embutido
fe27699c-6f9c-4adb-84bb-408629bf1ab3,2025-08-16,09:25:46,dañada,trozos,5.87,autoservicio,Esmeralda,cerdo
91922b05-a744-4cfb-b21c-2868663dc71f,2025-07-05,15:26:55,completa,trozos,3.6,instituciones,Huaral,pavo
9794d610-5d62-4e59-9847-714d209e58b8,2025-08-11,17:12:02,completa,trozos,6.46,autoservicio,Independencia,embutido
fac0a829-d401-4ab8-9343-b59293e59270,2025-08-11,06:11:44,dañada,trozos,3.96,instituciones,Chincha,embutido
42215d57-3cba-4a96-bb0e-fca235ed5791,2025-08-31,07:41:17,completa,trozos,5.09,instituciones,Chincha,cerdo
5399e625-ca58-47eb-8111-88ee89447b4f,2025-12-17,18:45:32,parcial,trozos,3.76,autoservicio,Esmeralda,embutido
13940483-d065-4259-b124-847a9774d4b1,2026-03-20,07:17:26,dañada,filetes,5.74,autoservicio,Chincha,pollo
d0aebc85-9b8f-4563-9a7d-d65881ea09e3,2026-10-12,01:18:59,parcial,filetes,5.63,instituciones,Huaral,embutido
bbb16aab-213c-42bf-ad0a-dea3dcc2a755,2025-01-29,11:09:14,parcial,trozos,3.47,foodservice,Esmeralda,embutido
ecbf94c9-f462-41cd-9d02-0f882cbf09a4,2025-06-21,01:09:44,completa,filetes,5.76,instituciones,Chincha,cerdo
8b5254c4-46c5-42b0-9746-fd395aaed18a,2025-09-25,11:08:06,completa,filetes,4.79,foodservice,Huaral,pollo
abfa34a8-618f-4317-8a80-7efbea99ac85,2025-09-22,10:47:00,dañada,trozos,6.52,autoservicio,Independencia,embutido
ef6da440-5a3f-4ed1-af2a-376c2364b218,2026-06-19,16:15:40,parcial,trozos,4.57,autoservicio,Huaral,embutido
61186cc0-6bd4-4623-b13a-761cd9040152,2026-06-30,09:23:16,dañada,filetes,6.08,instituciones,Huaral,embutido
9168b203-0ec6-43e1-be51-17c565291d2c,2025-12-01,13:40:34,parcial,trozos,4.63,instituciones,Huaral,embutido
36c52acb-d7cc-4f95-9ba5-7f465eae9e13,2025-09-18,04:46:11,parcial,filetes,6.46,autoservicio,Huaral,pollo
2f065cd4-1319-4597-b72a-ff4873c06b2c,2026-12-23,16:02:05,completa,trozos,4.14,instituciones,Independencia,pavo
2b462a8e-3873-4b40-9e0d-807b64e9b627,2025-04-24,18:35:32,parcial,filetes,3.27,autoservicio,Esmeralda,cerdo
9b43117c-8d82-4ec9-962c-10f772a76dc5,2026-04-28,14:41:38,parcial,trozos,5.03,instituciones,Esmeralda,embutido
3321dd10-20dc-40aa-9c9e-3c5b625f739a,2026-07-25,21:45:20,dañada,filetes,5.09,autoservicio,Independencia,cerdo
343d7fc3-e5e6-49b8-9a99-0633df6fb0be,2026-04-01,08:26:25,parcial,filetes,6.43,foodservice,Chincha,embutido
fd32a029-0f02-4487-a25a-401e62ae07aa,2026-06-25,13:58:55,completa,trozos,5.18,foodservice,Independencia,cerdo
9b29b5f1-0702-4f7f-b0e8-bd82f9f4e468,2025-05-15,21:15:30,parcial,trozos,5.4,instituciones,Chincha,cerdo
989374ac-2d61-4672-a680-dc2731a90649,2025-11-11,17:07:52,dañada,trozos,4.93,autoservicio,Independencia,embutido
5ed9a296-d67b-4d78-8df6-1ac8e960c0c0,2025-02-16,01:40:22,completa,trozos,5.79,instituciones,Independencia,cerdo
0a668b3b-25ae-4cec-b769-d97067d41931,2026-04-11,20:47:30,parcial,trozos,6.92,autoservicio,Independencia,cerdo
ac0ae591-3ea7-4e27-a39a-1230726410e5,2026-04-30,00:18:23,dañada,trozos,4.45,instituciones,Huaral,pavo
4d4bf8f4-d32f-4fe8-b368-2086cc9da227,2026-07-16,14:44:55,parcial,trozos,5.74,autoservicio,Esmeralda,cerdo
d47eecdf-2bd4-4d09-8ab1-47e682cc3a07,2026-09-18,16:56:50,parcial,trozos,5.69,foodservice,Independencia,embutido
456d02e2-14ca-4d53-b488-710694d67655,2025-05-23,11:53:48,completa,filetes,3.94,foodservice,Esmeralda,cerdo
b70725ae-3658-4f5f-aa09-2ba7044a5dab,2025-07-04,11:55:33,parcial,filetes,6.39,autoservicio,Huaral,pavo
191a65e1-10ca-4904-acf4-40401c72484a,2026-11-26,03:18:06,completa,trozos,4.73,foodservice,Independencia,cerdo
40c53069-74b4-4b7d-af3e-f704d4cd3672,2025-02-27,17:32:32,dañada,trozos,5.19,instituciones,Esmeralda,pollo
c53f8b00-e343-47ff-87b7-211f0d117716,2025-01-14,01:17:20,completa,filetes,4.78,autoservicio,Esmeralda,pavo
8e560a88-5edb-441a-ab4a-044aa43a136a,2025-08-01,23:43:05,dañada,trozos,3.22,instituciones,Huaral,pollo
9d612695-5a87-4553-9904-d2afc396e2b7,2025-08-12,02:02:37,completa,filetes,6.69,foodservice,Chincha,embutido
8a1af18a-c710-422f-9e86-be240232b003,2025-01-12,12:16:57,parcial,trozos,5.1,instituciones,Huaral,pavo
94f403ac-a874-4a99-bbbe-64cacd0576aa,2026-04-20,04:32:48,completa,filetes,6.23,autoservicio,Chincha,cerdo
4eb6ffcf-253d-45c8-bfb8-4fa56156fe55,2026-08-08,00:23:46,completa,filetes,3.5,instituciones,Huaral,pavo
b5b595dd-93b1-4473-a36f-b9000c5f64f3,2025-01-25,06:58:31,parcial,filetes,3.37,foodservice,Huaral,cerdo
da9c4f42-239b-4556-863e-2855a8c2cdd5,2025-01-05,01:09:56,dañada,trozos,5.89,foodservice,Esmeralda,pollo
400b8013-bbf0-4dc7-845b-aa993bdd65a0,2025-03-29,09:56:01,completa,filetes,3.74,foodservice,Huaral,embutido
162d0eee-e548-4876-b57b-5b4009000207,2026-08-30,13:37:45,dañada,filetes,6.43,autoservicio,Esmeralda,pavo
34de099e-97d7-41c2-a221-4d9e8b714e97,2026-07-07,01:11:49,completa,filetes,5.89,instituciones,Independencia,embutido
77e022cd-dde7-4333-b215-13769188316e,2026-05-21,04:13:47,dañada,trozos,3.58,foodservice,Chincha,pollo
f07f4f64-6dbd-45b3-8b68-177192bbaa05,2025-10-31,08:19:47,parcial,filetes,4.87,instituciones,Huaral,pollo
1732828c-ae25-42ec-b107-64d96396e7ad,2025-04-17,09:49:08,completa,filetes,4.5,instituciones,Chincha,pollo
c77efc75-ad3e-4f9c-ad35-7c49c182aeb0,2025-02-08,05:50:51,dañada,filetes,6.29,foodservice,Independencia,pollo
8caea78c-5506-4936-90b3-2fce0e6c28e9,2025-04-07,08:06:16,dañada,trozos,6.19,instituciones,Esmeralda,cerdo
9d3de8c9-be96-4f25-8597-448298f0298e,2025-02-21,06:25:19,completa,filetes,5.2,autoservicio,Huaral,pollo
0c5311ae-e31e-41eb-8d30-2b31808c64f2,2025-02-17,14:28:56,parcial,filetes,3.35,autoservicio,Huaral,cerdo
894543b3-79b7-4e2b-a84a-b13809597e3f,2026-02-26,09:03:06,dañada,filetes,6.53,autoservicio,Independencia,embutido
7df6b2b3-958e-48fa-9ede-633543cc9ad8,2025-09-03,21:23:57,dañada,filetes,3.45,foodservice,Huaral,pavo
98749922-7189-4f18-ac7b-2fe82f3c0045,2025-04-21,01:32:10,completa,trozos,5.75,foodservice,Huaral,embutido
e3d51261-57b0-43d2-89f5-52a91d03cb5f,2025-04-12,11:18:05,parcial,filetes,5.69,instituciones,Independencia,cerdo
d951769c-c86a-42b0-a868-892ff3731320,2026-08-12,18:15:52,parcial,trozos,4.08,autoservicio,Chincha,pollo
48c9eb84-ed70-4e73-b036-90666f990c23,2026-04-13,19:53:38,parcial,trozos,6.75,instituciones,Esmeralda,pollo
fb76887b-e0ec-402b-b41a-ad7b3fed8dca,2025-03-11,23:02:44,completa,filetes,6.14,instituciones,Independencia,embutido
5d297b41-73e4-4bb7-aad3-66a951f150b0,2025-11-04,18:20:48,dañada,trozos,5.53,foodservice,Huaral,pollo
91fa7b90-a1e6-4e84-9da9-6f4441f0151c,2025-06-02,00:49:18,completa,trozos,6.04,instituciones,Esmeralda,embutido
a0da0f56-a446-479d-8908-ea87205aa910,2025-07-03,02:23:49,parcial,filetes,6.74,foodservice,Chincha,embutido
0213e345-ee48-42af-a40f-9b54817d6be4,2026-05-05,00:02:43,completa,filetes,4.89,autoservicio,Esmeralda,pollo
1ec28918-436e-4aab-82bc-0255c43051e5,2025-01-18,00:53:57,dañada,trozos,4.08,autoservicio,Chincha,pavo
b1691ad4-2493-494a-ac34-963cf33dfbad,2025-04-16,13:02:41,completa,trozos,4.36,instituciones,Esmeralda,pollo
af4a2120-ed40-4661-9d2d-c73fd70765dd,2025-03-21,20:42:46,parcial,filetes,3.52,foodservice,Huaral,pollo
48f00a44-7739-40cf-b005-2ccd07b9c59c,2026-03-21,20:49:39,completa,filetes,5.05,instituciones,Chincha,pavo
83f216ce-b0df-4972-8fc6-b23c51ea5caf,2026-06-16,17:13:22,completa,trozos,5.41,instituciones,Independencia,embutido
306be402-cb49-47b8-ba1a-73d423f59fa6,2025-06-24,00:05:03,completa,filetes,6.06,instituciones,Chincha,pavo
f09ea3cd-0992-4035-96f6-17a38ef160a8,2026-12-09,09:43:22,dañada,trozos,5.24,foodservice,Esmeralda,pavo
38921bfe-83a9-46e9-879c-f8fbdb4e2bf6,2026-06-29,01:50:40,completa,trozos,4.62,instituciones,Huaral,pavo
dba18d98-091f-47a3-9ec9-3beb0c3ab571,2026-09-02,19:48:05,parcial,filetes,6.04,autoservicio,Independencia,pollo
7bdd8833-cf97-44d2-9540-0e3aef82bb56,2026-08-05,11:19:02,completa,trozos,4.65,instituciones,Esmeralda,embutido
833c4c7f-28b3-4cc1-af83-6589bc0b6466,2026-08-01,01:31:00,dañada,trozos,4.95,instituciones,Independencia,pavo
5ef9ad50-4c1f-4850-a717-8d47aa6a7b92,2025-04-20,11:47:00,dañada,trozos,5.82,foodservice,Huaral,pavo
002c3d8d-d297-4d57-84f0-eb6e6c9952cc,2025-02-03,09:07:38,dañada,trozos,6.48,foodservice,Independencia,pollo
8f024feb-547f-4681-9cbc-fbbf1520119b,2025-10-16,03:52:05,completa,filetes,4.18,autoservicio,Huaral,embutido
cf6185b1-8067-44ec-ac75-b357cec71887,2026-08-24,20:11:09,parcial,filetes,6.65,instituciones,Huaral,pollo
7aa58a74-54db-47ba-82a6-748874c9cc93,2026-09-16,21:02:28,dañada,filetes,5.36,instituciones,Huaral,cerdo
bcfe1c7a-bf27-41b0-96ce-c6450bc23081,2026-12-03,14:15:16,completa,filetes,6.46,foodservice,Independencia,pollo
96b2cdd6-0bdd-4530-850a-6211695a809f,2025-08-25,19:03:19,completa,trozos,4.34,instituciones,Independencia,pollo
2b7e1fce-209d-4275-95ad-6213106a0c16,2026-11-09,18:39:09,completa,trozos,5.19,instituciones,Esmeralda,pollo
89955bf0-83db-42c9-a4ed-64557ad51813,2026-10-26,21:16:21,completa,trozos,4.79,instituciones,Esmeralda,pollo
8b4240b6-2050-47ac-a5d4-8d6ddb3aaf34,2025-01-25,09:23:40,completa,trozos,4.36,autoservicio,Independencia,embutido
86315934-03de-4f3d-9e1f-2b56194d0431,2026-05-27,21:43:26,dañada,filetes,6.39,autoservicio,Chincha,pavo
46aa61e1-451e-4095-ad49-a594063814c4,2026-06-21,03:42:27,completa,trozos,6.63,instituciones,Esmeralda,embutido
8ee5a24f-dcee-49f9-b944-f1bfcc30f119,2025-08-25,19:30:44,completa,trozos,4.48,foodservice,Chincha,pavo
443e69ac-e277-4dbe-9137-304debd9f828,2025-06-28,02:11:51,completa,trozos,6.28,autoservicio,Huaral,pavo
3956cff5-4313-4df3-9247-b371ca17b744,2025-12-10,10:29:21,dañada,filetes,5.35,foodservice,Independencia,cerdo
86d84284-641b-412a-9ce2-f8239a4b36a6,2026-12-02,17:21:01,completa,filetes,5.14,foodservice,Esmeralda,cerdo
4fed2e6b-d504-4aba-ae66-e88c62b8d05b,2026-06-26,18:00:38,parcial,trozos,3.85,autoservicio,Huaral,cerdo
c00b0ab1-334d-43f1-8705-3b0138431313,2026-03-24,14:17:51,dañada,filetes,5.76,autoservicio,Independencia,cerdo
86fd54bd-c374-4d48-8723-83665cdb8722,2025-11-24,00:08:15,parcial,trozos,4.93,foodservice,Independencia,embutido
540c563e-b1ab-44f0-a4b0-87a82652dd73,2025-07-07,04:34:47,parcial,trozos,5.5,instituciones,Chincha,pavo
6683d0c3-7295-494e-90dd-f0d55995f9b1,2025-07-28,19:55:44,parcial,filetes,6.26,instituciones,Huaral,pollo
7f69df5d-7eff-45d5-be9d-05470b940ab0,2025-06-21,12:27:38,parcial,trozos,3.02,autoservicio,Esmeralda,embutido
296b1e20-ec3c-4a81-9276-27587ec9fdab,2026-03-07,13:47:48,dañada,filetes,5.48,autoservicio,Chincha,pollo
2c980b5a-c9aa-4852-9adf-55077ecdbc5d,2025-08-25,00:58:45,dañada,filetes,3.1,autoservicio,Chincha,pollo
91770455-40ef-4c87-886f-3417b205aaad,2026-05-03,06:47:44,dañada,trozos,3.43,autoservicio,Esmeralda,pavo
52972627-085b-4085-9d98-83565bf2a515,2025-08-15,13:34:56,dañada,filetes,5.93,instituciones,Esmeralda,embutido
9e11da26-62f4-48ba-992a-758d1b3aedb2,2026-01-23,07:01:04,completa,filetes,3.06,foodservice,Esmeralda,cerdo
3f813c2e-f4a8-4eec-92de-9782efb5ac3e,2025-09-04,15:24:12,completa,filetes,3.41,foodservice,Chincha,cerdo
e28e7571-c0d5-4514-8255-79c9754e77e8,2026-11-15,22:02:59,completa,trozos,6.85,foodservice,Chincha,pollo
ac003040-df2f-4717-9197-fabc7b7d5725,2025-07-05,15:12:55,completa,trozos,4.82,foodservice,Huaral,embutido
480df073-fd59-4a3c-b249-625a3e445c53,2026-11-08,00:30:58,dañada,trozos,3.15,foodservice,Independencia,cerdo
d144a20a-aa9b-4918-95bc-6418e7621e29,2025-08-17,15:33:24,dañada,filetes,3.52,autoservicio,Independencia,cerdo
426c4e29-3b04-436c-a118-1b198e004c04,2026-06-10,17:25:46,dañada,trozos,6.03,instituciones,Esmeralda,pollo
03463459-d946-410a-9c27-1d1c27a14403,2025-11-20,02:03:34,completa,trozos,6.82,instituciones,Independencia,pavo
ab3e10c8-b8f2-4aa7-8f42-8fb26d82f940,2025-02-08,10:31:52,parcial,filetes,5.34,autoservicio,Esmeralda,embutido
98589f97-4959-4a6a-b521-9d7504fc8415,2026-02-25,06:58:52,completa,filetes,5.04,foodservice,Esmeralda,pollo
19b8dac6-0d4d-4cba-a27c-b0ad4522690d,2025-08-31,06:36:34,parcial,filetes,4.05,autoservicio,Huaral,embutido
2fa732a2-6b13-479a-86db-519f9f4a39d8,2026-09-17,01:51:54,completa,trozos,3.73,instituciones,Huaral,cerdo
d3dafc45-e0f1-4fbb-b925-99afb5a97347,2025-10-15,22:20:27,dañada,trozos,4.09,autoservicio,Independencia,embutido
69f44b47-95d1-4561-91fc-200adfb311f3,2025-09-02,14:45:50,completa,trozos,6.87,instituciones,Esmeralda,pavo
bbb624ed-5ebc-42cc-823e-284925b7d444,2026-05-18,12:47:57,completa,filetes,5.55,autoservicio,Esmeralda,pavo
00c012f1-1826-4d18-b89e-24ef21954a4c,2025-10-28,18:37:37,dañada,trozos,6.12,instituciones,Chincha,pollo
27b3b16f-9fdb-47b4-a315-7a0b8f084a7e,2025-03-25,13:28:41,parcial,filetes,4.56,foodservice,Esmeralda,cerdo
c3ac8698-d901-40ea-8896-5890343fad82,2025-03-16,15:52:55,dañada,trozos,4.42,instituciones,Independencia,pavo
75447684-7cdf-468a-a2a0-dc034088c062,2025-03-21,09:32:33,parcial,filetes,6.99,instituciones,Huaral,pollo
657cfe14-6f42-46c9-8ce2-847fcb954557,2026-08-20,10:33:02,completa,filetes,3.91,foodservice,Independencia,pavo
1005c1bc-51f6-483d-97ce-fa8bb62e364b,2026-01-19,19:55:19,parcial,filetes,6.21,foodservice,Chincha,pavo
5588257c-6753-4c17-9c84-ea3725eaffc7,2025-10-18,09:36:50,parcial,filetes,3.13,autoservicio,Esmeralda,pavo
e66c1c51-66c6-433e-9faa-dcb3aa542de4,2025-07-02,18:47:27,parcial,trozos,5.37,instituciones,Huaral,pollo
b984c365-64f6-4e4b-925f-e7a5377073d4,2026-03-18,08:03:40,completa,filetes,3.41,autoservicio,Chincha,pavo
c34f230e-6d0b-4de1-825f-769a6d603e20,2025-08-20,10:08:13,completa,filetes,3.34,autoservicio,Huaral,pollo
eabfed94-b3d5-4361-8409-bfb6f8ffcecc,2025-09-24,21:12:38,dañada,filetes,3.49,autoservicio,Chincha,pavo
86835329-d4b2-470d-bbd7-93915836284f,2026-01-03,12:47:51,parcial,filetes,4.3,foodservice,Chincha,embutido
ef49e865-c0dd-4105-82e6-c6c9d7b920a3,2025-03-31,01:36:45,dañada,filetes,5.12,instituciones,Chincha,pollo
a477f978-e3cd-40c3-99c2-7198f38af6e5,2025-07-31,18:49:18,parcial,trozos,4.66,autoservicio,Chincha,pavo
4fe7bd05-3642-48a6-ba9c-c6f6ccf1014b,2026-06-06,07:09:30,completa,filetes,4.71,instituciones,Huaral,pollo
9a97c7f4-d0b8-46db-bf5e-712dd069a1ac,2025-04-08,18:44:31,completa,trozos,6.15,instituciones,Huaral,pavo
0eff752a-1882-4dff-a64c-8103d5b67c17,2026-11-20,20:30:02,dañada,trozos,6.71,autoservicio,Esmeralda,pollo
e3d3e248-d762-4f83-9852-9db5b5c08437,2025-07-18,16:59:05,completa,trozos,5.01,foodservice,Esmeralda,pollo
136e8cb2-8ea5-42b8-ae4c-eb5cc18a9b52,2025-10-29,20:14:56,completa,filetes,3.35,autoservicio,Chincha,cerdo
81a85b90-3c3e-4abd-962a-127a9a64a90a,2026-01-01,10:46:25,completa,trozos,3.75,instituciones,Chincha,cerdo
286d7932-8462-4ef5-a5d9-078615d1788d,2025-02-16,04:06:49,completa,filetes,3.51,instituciones,Independencia,pavo
6554cf5d-eb92-4a0b-86f6-23ed5a3d37f3,2025-05-02,12:35:50,dañada,filetes,4.21,instituciones,Esmeralda,pavo
5dfbae7c-0f55-488c-9917-9d9e16f462dc,2025-10-15,03:53:04,parcial,filetes,6.09,instituciones,Esmeralda,pavo
09045eb0-2747-449d-8b1c-f7b2be20b0ee,2025-08-21,11:47:23,dañada,trozos,5.79,foodservice,Huaral,cerdo
f06b5674-04bb-4be1-8306-e74804fb2593,2025-07-30,12:12:49,completa,filetes,5.76,autoservicio,Chincha,pollo
6ef6ddad-2032-42eb-8d63-f647c76e6ef7,2026-05-02,05:25:33,completa,trozos,4.67,autoservicio,Huaral,embutido
18f5e5d6-2f3c-42f2-8a62-0e3bbea7b1c7,2025-06-27,12:00:53,parcial,trozos,5.21,autoservicio,Huaral,cerdo
d787af1c-93db-4401-98ed-5a1d02a7ca13,2025-10-28,21:36:26,completa,filetes,6.13,autoservicio,Esmeralda,pavo
97c57ed1-cad3-4331-8716-c1947a5311a7,2025-12-19,11:30:19,dañada,trozos,5.57,instituciones,Esmeralda,pollo
1a13b1c9-cb9b-419a-a5e0-1d46b24f7b3a,2026-02-13,11:45:58,dañada,trozos,4.29,autoservicio,Esmeralda,pavo
